"lfdn","tester","dispcode","loop","loopnumber","le_nr","le_text","L1_MFN","L2_MFN","L3_MFN","L4_MFN","L2_AssoziationSkala","L1_AssoziationSkala","L3_AssoziationSkala","L4_AssoziationSkala","duration","lastaccs","frstmail","Liste","MFN","Assoziation"
797,0,31,7579884,11,22,"Neuzugang",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,12,18,"Majestät",1,-77,-77,-77,-77,2,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"m",2
797,0,31,7579884,13,6,"Star",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,14,14,"Geizhals",1,-77,-77,-77,-77,4,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"m",4
797,0,31,7579884,15,25,"Clown",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,16,26,"Nerd",1,-77,-77,-77,-77,4,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"m",4
797,0,31,7579884,17,1,"Autorität",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,18,13,"Gast",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,19,9,"Wunderkind",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,20,27,"Hippie",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,21,20,"Flüchtling",1,-77,-77,-77,-77,2,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"m",2
797,0,31,7579884,22,8,"Jahrhunderttalent",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,23,29,"Model",2,-77,-77,-77,-77,3,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"w",3
797,0,31,7579884,24,10,"Wesen",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,25,3,"Fachkraft",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,26,12,"Klatschbase",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,27,28,"Mitglied",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
797,0,31,7579884,28,4,"Assistenz",2,-77,-77,-77,-77,1,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"w",1
797,0,31,7579884,29,17,"Laufwunder",3,-77,-77,-77,-77,-77,-77,-77,164,"2025-04-08 11:24:10","0000-00-00 00:00:00",1,"n",NA
796,0,31,7579893,1,23,"Aushängeschild",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,2,4,"Racker",-77,-77,1,-77,-77,-77,4,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",4
796,0,31,7579893,3,21,"Feigling",-77,-77,1,-77,-77,-77,4,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",4
796,0,31,7579893,4,1,"Lehrkraft",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,5,15,"Portier",-77,-77,1,-77,-77,-77,4,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",4
796,0,31,7579893,6,20,"Aushilfe",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,7,28,"Laie",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,8,29,"Ausnahmetalent",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,9,24,"Idol",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,10,14,"Ahne",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,11,3,"Diva",-77,-77,2,-77,-77,-77,4,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"w",4
796,0,31,7579893,12,27,"Azubi",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,13,25,"Schnapsdrossel",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,14,6,"Vormund",-77,-77,1,-77,-77,-77,3,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",3
796,0,31,7579893,15,22,"Rotschopf",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,16,7,"Trotzkopf",-77,-77,1,-77,-77,-77,3,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",3
796,0,31,7579893,17,13,"Koryphäe",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,18,2,"Berühmtheit",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,19,8,"Balg",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,20,18,"Unikum",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,21,16,"Popstar",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,22,9,"Nesthäkchen",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,23,5,"Spaßvogel",-77,-77,1,-77,-77,-77,2,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",2
796,0,31,7579893,24,10,"Opfer",-77,-77,1,-77,-77,-77,3,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",3
796,0,31,7579893,25,26,"Barkeeper",-77,-77,1,-77,-77,-77,4,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",4
796,0,31,7579893,26,12,"Unschuldslamm",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,27,19,"Memme",-77,-77,1,-77,-77,-77,4,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"m",4
796,0,31,7579893,28,11,"Kind",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
796,0,31,7579893,29,17,"Tier",-77,-77,3,-77,-77,-77,-77,-77,210,"2025-04-08 11:24:49","0000-00-00 00:00:00",3,"n",NA
779,0,31,7579889,1,27,"Urahne",-77,1,-77,-77,4,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",4
779,0,31,7579889,2,13,"Influencer",-77,2,-77,-77,2,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"w",2
779,0,31,7579889,3,11,"Gangster",-77,1,-77,-77,5,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",5
779,0,31,7579889,4,1,"Begleitung",-77,2,-77,-77,2,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"w",2
779,0,31,7579889,5,18,"Bankier",-77,1,-77,-77,4,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",4
779,0,31,7579889,6,23,"Geschöpf",-77,1,-77,-77,1,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",1
779,0,31,7579889,7,17,"Waise",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,8,15,"Mannequin",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,9,9,"Führungskraft",-77,1,-77,-77,4,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",4
779,0,31,7579889,10,22,"Patenkind",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,11,6,"Leichtgewicht",-77,2,-77,-77,2,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"w",2
779,0,31,7579889,12,21,"Teenager",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,13,19,"Filmstar",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,14,8,"Leitung",-77,1,-77,-77,4,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",4
779,0,31,7579889,15,16,"Person",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,16,5,"Mündel",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,17,7,"Talent",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,18,24,"Wache",-77,1,-77,-77,4,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",4
779,0,31,7579889,19,3,"Vorstand",-77,1,-77,-77,2,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",2
779,0,31,7579889,20,12,"Zögling",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,21,25,"Klatschtante",-77,2,-77,-77,4,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"w",4
779,0,31,7579889,22,14,"Vorbild",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,23,10,"Haushaltshilfe",-77,2,-77,-77,4,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"w",4
779,0,31,7579889,24,26,"Freak",-77,1,-77,-77,1,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",1
779,0,31,7579889,25,2,"Jockey",-77,1,-77,-77,3,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",3
779,0,31,7579889,26,28,"Original",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,27,4,"Passagier",-77,1,-77,-77,1,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"m",1
779,0,31,7579889,28,29,"Phänomen",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
779,0,31,7579889,29,20,"Fan",-77,3,-77,-77,-77,-77,-77,-77,957,"2025-04-08 11:25:58","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,1,13,"Influencer",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,2,25,"Klatschtante",-77,2,-77,-77,5,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"w",5
792,0,31,7579889,3,8,"Leitung",-77,1,-77,-77,2,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",2
792,0,31,7579889,4,2,"Jockey",-77,1,-77,-77,1,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",1
792,0,31,7579889,5,1,"Begleitung",-77,2,-77,-77,3,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"w",3
792,0,31,7579889,6,11,"Gangster",-77,1,-77,-77,5,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",5
792,0,31,7579889,7,6,"Leichtgewicht",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,8,22,"Patenkind",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,9,16,"Person",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,10,15,"Mannequin",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,11,7,"Talent",-77,1,-77,-77,2,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",2
792,0,31,7579889,12,3,"Vorstand",-77,1,-77,-77,4,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",4
792,0,31,7579889,13,29,"Phänomen",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,14,9,"Führungskraft",-77,1,-77,-77,3,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",3
792,0,31,7579889,15,18,"Bankier",-77,1,-77,-77,5,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",5
792,0,31,7579889,16,26,"Freak",-77,1,-77,-77,4,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",4
792,0,31,7579889,17,17,"Waise",-77,1,-77,-77,3,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",3
792,0,31,7579889,18,5,"Mündel",-77,1,-77,-77,4,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",4
792,0,31,7579889,19,20,"Fan",-77,1,-77,-77,3,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",3
792,0,31,7579889,20,4,"Passagier",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,21,28,"Original",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,22,10,"Haushaltshilfe",-77,2,-77,-77,5,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"w",5
792,0,31,7579889,23,21,"Teenager",-77,1,-77,-77,2,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",2
792,0,31,7579889,24,19,"Filmstar",-77,1,-77,-77,3,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",3
792,0,31,7579889,25,23,"Geschöpf",-77,3,-77,-77,-77,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"n",NA
792,0,31,7579889,26,27,"Urahne",-77,1,-77,-77,3,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",3
792,0,31,7579889,27,14,"Vorbild",-77,1,-77,-77,2,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",2
792,0,31,7579889,28,12,"Zögling",-77,1,-77,-77,3,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",3
792,0,31,7579889,29,24,"Wache",-77,1,-77,-77,4,-77,-77,-77,533,"2025-04-08 11:26:04","0000-00-00 00:00:00",2,"m",4
798,0,31,7579889,1,10,"Haushaltshilfe",-77,2,-77,-77,4,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"w",4
798,0,31,7579889,2,24,"Wache",-77,1,-77,-77,4,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"m",4
798,0,31,7579889,3,20,"Fan",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,4,7,"Talent",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,5,4,"Passagier",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,6,11,"Gangster",-77,1,-77,-77,5,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"m",5
798,0,31,7579889,7,22,"Patenkind",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,8,5,"Mündel",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,9,27,"Urahne",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,10,14,"Vorbild",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,11,18,"Bankier",-77,1,-77,-77,4,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"m",4
798,0,31,7579889,12,28,"Original",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,13,12,"Zögling",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,14,9,"Führungskraft",-77,1,-77,-77,2,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"m",2
798,0,31,7579889,15,1,"Begleitung",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,16,23,"Geschöpf",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,17,2,"Jockey",-77,1,-77,-77,4,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"m",4
798,0,31,7579889,18,3,"Vorstand",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,19,8,"Leitung",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,20,16,"Person",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,21,26,"Freak",-77,1,-77,-77,5,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"m",5
798,0,31,7579889,22,21,"Teenager",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,23,15,"Mannequin",-77,2,-77,-77,5,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"w",5
798,0,31,7579889,24,17,"Waise",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,25,13,"Influencer",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,26,19,"Filmstar",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,27,25,"Klatschtante",-77,2,-77,-77,4,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"w",4
798,0,31,7579889,28,29,"Phänomen",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
798,0,31,7579889,29,6,"Leichtgewicht",-77,3,-77,-77,-77,-77,-77,-77,255,"2025-04-08 11:27:30","0000-00-00 00:00:00",2,"n",NA
783,0,31,7579900,1,17,"Lehrling",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,2,7,"Ikone",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,3,1,"Kultfigur",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,4,5,"Ferkel",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,5,16,"Bedienung",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,6,22,"Hilfskraft",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,7,8,"Vertretung",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,8,2,"Boss",-77,-77,-77,1,-77,-77,-77,3,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"m",3
783,0,31,7579900,9,11,"Newbie",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,10,20,"Genie",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,11,18,"Superstar",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,12,3,"Junkie",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,13,19,"Oberhaupt",-77,-77,-77,1,-77,-77,-77,3,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"m",3
783,0,31,7579900,14,12,"Monster",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,15,14,"Individuum",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,16,15,"Nachwuchstalent",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,17,9,"Kauz",-77,-77,-77,1,-77,-77,-77,4,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"m",4
783,0,31,7579900,18,27,"Glückskind",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,19,13,"Schlitzohr",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,20,24,"Beirat",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,21,26,"Snob",-77,-77,-77,1,-77,-77,-77,3,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"m",3
783,0,31,7579900,22,21,"Lebewesen",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,23,29,"Tennis-Ass",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,24,6,"Scheusal",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,25,10,"Mensch",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,26,23,"Legende",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,27,25,"Blödian",-77,-77,-77,1,-77,-77,-77,4,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"m",4
783,0,31,7579900,28,4,"Schatz",-77,-77,-77,3,-77,-77,-77,-77,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"n",NA
783,0,31,7579900,29,28,"Gör",-77,-77,-77,2,-77,-77,-77,3,997,"2025-04-08 11:27:56","0000-00-00 00:00:00",4,"w",3
795,0,31,7579884,1,11,"Hoheit",3,-77,-77,-77,-77,-77,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"n",NA
795,0,31,7579884,2,28,"Mitglied",3,-77,-77,-77,-77,-77,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"n",NA
795,0,31,7579884,3,15,"Fratz",1,-77,-77,-77,-77,2,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"m",2
795,0,31,7579884,4,8,"Jahrhunderttalent",1,-77,-77,-77,-77,4,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"m",4
795,0,31,7579884,5,1,"Autorität",3,-77,-77,-77,-77,-77,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"n",NA
795,0,31,7579884,6,2,"Hauptfigur",3,-77,-77,-77,-77,-77,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"n",NA
795,0,31,7579884,7,17,"Laufwunder",1,-77,-77,-77,-77,3,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"m",3
795,0,31,7579884,8,16,"Gegenüber",3,-77,-77,-77,-77,-77,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"n",NA
795,0,31,7579884,9,22,"Neuzugang",1,-77,-77,-77,-77,5,-77,-77,425,"2025-04-08 11:28:08","0000-00-00 00:00:00",1,"m",5
